name_in_home_country,date_of_birth,place_of_birth,age,height,citizenship,position,foot,current_club,current_club_url,current_club_id,joined,fetched_name,national_team,player_id,full_name,first_left,age_first_left,started_abroad,no_transfers,days_abroad,days_home,currently_abroad,total_days,has_played_home_over_16
Hugo Hadrien Dominique Lloris,1986-12-26,"Nizza, France",35,"1,88 m",France,Goalkeeper,left,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,148,"Aug 31, 2012",Hugo Lloris,france,17965,,2012-08-31,25.681567725552203,False,False,3733,3536,True,7269,True
황의조,1992-08-28,"Seongnam, Gyeonggi, Korea, South",30,"1,85 m","Korea, South",Attack - Centre-Forward,both,Olympiacos Piraeus,/olympiacos-piraeus/startseite/verein/683,683,"Aug 27, 2022",Ui-jo Hwang,south korea,260166,,2017-07-01,24.84103027440673,False,False,1968,3229,True,5197,True
Moisés Isaac Caicedo Corozo,2001-11-02,"Santo Domingo, Ecuador",21,"1,78 m",Ecuador,midfield - Central Midfield,right,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,1237,"Feb 1, 2021",,,687626,,2021-02-01,19.250224166136196,False,False,657,1187,True,1844,True
권경원,1992-01-31,"Seoul, Korea, South",30,"1,89 m","Korea, South",Defender - Centre-Back,left,Gamba Osaka,/gamba-osaka/startseite/verein/596,596,"Jan 9, 2022",Kyung-won Kwon,south korea,260189,,2011-01-01,18.91893741829059,False,False,1947,3460,True,5407,True
Luis Francisco Romo Barrón,1995-06-05,"Ahome, Mexico",27,"1,84 m",Mexico,midfield - Central Midfield,right,CF Monterrey,/cf-monterrey/startseite/verein/2407,2407,"Jan 6, 2022",Luis Romo,mexico,532938,,,,False,False,0,4186,False,4186,True
,1994-01-19,"Freiburg im Breisgau, Germany",28,"1,91 m",Germany,Defender - Centre-Back,right,SC Freiburg,/sc-freiburg/startseite/verein/60,60,"Jul 1, 2022",Matthias Ginter,germany,124502,,,,False,False,0,4688,False,4688,True
Eduardo Celmi Camavinga,2002-11-10,"Cabinda, Angola",20,"1,82 m",France,midfield - Central Midfield,left,Real Madrid,/real-madrid/startseite/verein/418,418,"Aug 31, 2021",Eduardo Camavinga,france,640428,,2021-08-31,18.806683231004058,False,False,446,1025,True,1471,True
بشير بن سعيد,1994-11-29,"Gabès, Tunisia",27,"1,94 m",Tunisia,Goalkeeper,,US Monastir,/us-monastir/startseite/verein/9890,9890,"Jul 1, 2018",,,348144,,,,False,False,0,4374,False,4374,True
,2001-01-02,,21,"1,91 m",Senegal,Defender - Centre-Back,right,Amiens SC,/amiens-sc/startseite/verein/1416,1416,"Jul 1, 2021",Formose Mendy,senegal,649023,,2019-08-30,18.65609834561969,False,False,1178,970,True,2148,True
,2001-09-18,"Louvres, France",21,"1,91 m",Cameroon,Defender - Centre-Back,right,Stade Rennais FC,/stade-rennais-fc/startseite/verein/273,273,"Sep 1, 2022",Christopher Wooh,cameroon,572326,,,,True,True,1889,0,True,1889,False
Kevin José Rodríguez Cortez,2000-03-04,"Ibarra, Ecuador",22,,Ecuador,Attack - Centre-Forward,,Imbabura SC,/imbabura-sc/startseite/verein/17476,17476,"Jan 1, 2018",,,684159,,,,False,False,0,2452,False,2452,True
Aaron Frank Mooy,1990-09-15,"Sydney, Australia",32,"1,74 m",Australia,midfield - Central Midfield,right,Celtic FC,/celtic-fc/startseite/verein/371,371,"Jul 19, 2022",Aaron Mooy,australia,123951,,2006-07-01,15.792247616309712,False,False,4525,1385,True,5910,True
Edson Omar Álvarez Velázquez,1997-10-24,"Tlalnepantla de Baz, Mexico",25,"1,87 m",Mexico,midfield - Defensive Midfield,right,Ajax Amsterdam,/ajax-amsterdam/startseite/verein/610,610,"Jul 22, 2019",Edson Álvarez,mexico,401356,,2019-07-22,21.74171954249574,False,False,1217,2097,True,3314,True
,1998-10-08,"Vancouver, British Columbia, Canada",24,"1,80 m",Canada,Defender - Right-Back,,CF Montréal,/cf-montreal/startseite/verein/4078,4078,"Dec 27, 2021",Alistair Johnston,canada,637446,,2015-01-01,16.23305064443486,False,False,1820,1145,False,2965,True
حنبعل المجبري,2003-01-21,"Ivry-sur-Seine, France",19,"1,84 m",Tunisia,midfield - Attacking Midfield,right,Birmingham City,/birmingham-city/startseite/verein/337,337,"Aug 29, 2022",,,607224,,,,True,True,1399,0,True,1399,False
Alphonse Francis Aréola,1993-02-27,"Paris, France",29,"1,95 m",France,Goalkeeper,right,West Ham United,/west-ham-united/startseite/verein/379,379,"Jul 1, 2022",Alphonse Areola,france,120629,,2015-06-30,22.335845363012247,False,False,1481,3533,True,5014,True
Tariq Kwame Nii-Lante Lamptey,2000-09-30,"London, England",22,"1,63 m",Ghana,Defender - Right-Back,right,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,1237,"Jan 31, 2020",,,504148,,,,True,True,2242,0,True,2242,False
Предраг Рајковић,1995-10-31,"Negotin, Yugoslavia (Republic)",27,"1,92 m",Serbia,Goalkeeper,right,RCD Mallorca,/rcd-mallorca/startseite/verein/237,237,"Jul 22, 2022",Predrag Rajković,serbia,190263,,2015-08-29,19.82792254461077,False,False,2640,1398,True,4038,True
Adam Rhys Davies,1992-07-17,"Rinteln, Germany",30,"1,85 m",Wales,Goalkeeper,right,Sheffield United,/sheffield-united/startseite/verein/350,350,"Jan 25, 2022",,,121254,,,,True,True,5239,0,True,5239,False
Jeremy Leonel Sarmiento Morante,2002-06-16,"Madrid, Spain",20,"1,83 m",Ecuador,midfield - Attacking Midfield,right,Brighton & Hove Albion,/brighton-amp-hove-albion/startseite/verein/1237,1237,"Jul 2, 2021",,,568005,,,,True,True,1618,0,True,1618,False
Bartosz Bereszyński,1992-07-12,"Poznań, Poland",30,"1,83 m",Poland,Defender - Right-Back,right,UC Sampdoria,/uc-sampdoria/startseite/verein/1038,1038,"Jan 3, 2017",Bartosz Bereszynski,poland,144143,,2017-01-03,24.479626549484248,False,False,2147,3097,True,5244,True
,1993-05-01,"Douala, Cameroon",29,"1,88 m",Cameroon,Attack - Centre-Forward,right,BSC Young Boys,/bsc-young-boys/startseite/verein/452,452,"Jul 19, 2017",Jean-Pierre Nsame,cameroon,225055,,,,True,True,4951,0,True,4951,False
Denis Lemi Zakaria Lako Lado,1996-11-20,"Genf, Switzerland",25,"1,91 m",Switzerland,midfield - Defensive Midfield,right,Chelsea FC,/chelsea-fc/startseite/verein/631,631,"Sep 1, 2022",Denis Zakaria,switzerland,334526,,2017-07-01,20.610963948609484,False,False,1968,1684,True,3652,True
کریم انصاری‌فرد,1990-04-03,"Ardabil, Iran",32,"1,87 m",Iran,Attack - Centre-Forward,right,Omonia Nicosia,/omonia-nicosia/startseite/verein/829,829,"Aug 30, 2022",Karim Ansarifard,iran,133838,,2014-08-29,24.405703060295558,False,False,3005,3070,True,6075,True
Salem Ali Al-Hajri,1996-04-10,"Manama, Bahrain",26,"1,83 m",Qatar,midfield - Defensive Midfield,right,Al-Sadd SC,/al-sadd-sc/startseite/verein/656,656,"Jan 1, 2016",Salem Al-Hajri,qatar,375745,,2015-07-01,19.22284509606631,False,False,184,3692,False,3876,True
Cameron Peter Devlin,1998-06-07,"Sydney, Australia",24,"1,70 m",Australia,midfield - Defensive Midfield,right,Heart of Midlothian FC,/heart-of-midlothian-fc/startseite/verein/43,43,"Aug 31, 2021",Cammy Devlin,australia,399162,,2019-07-04,21.073670232790544,False,False,1174,1914,True,3088,True
,1999-08-07,"Avallon, France",23,"1,71 m",Cameroon,Attack - Right Winger,left,Brentford FC,/brentford-fc/startseite/verein/1148,1148,"Aug 5, 2019",Bryan Mbeumo,cameroon,413039,,,,True,True,2662,0,True,2662,False
Daniel Afriyie Barnieh,2001-06-26,"Kumasi, Ghana",21,"1,76 m",Ghana,Attack - Left Winger,,Hearts of Oak,/hearts-of-oak/startseite/verein/3601,3601,"Jul 1, 2019",,,754158,,,,True,True,735,1238,False,1973,True
김승규,1990-09-30,"Dong-gu, Ulsan, Korea, South",32,"1,87 m","Korea, South",Goalkeeper,right,Al-Shabab Club (Riyadh),/al-shabab-club-riyadh-/startseite/verein/9840,9840,"Jul 5, 2022",Seung-gyu Kim,south korea,92076,,2006-01-01,15.255617842939964,False,False,2343,3552,True,5895,True
정우영,1989-12-14,"Ulsan, Korea, South",32,"1,86 m","Korea, South",midfield - Defensive Midfield,right,Al-Sadd SC,/al-sadd-sc/startseite/verein/656,656,"Jul 1, 2018",,,171935,,2011-01-01,21.049029069727645,False,False,4341,1844,True,6185,True
Gonzalo Jordy Plata Jiménez,2000-11-01,"Guayaquil, Ecuador",22,"1,78 m",Ecuador,Attack - Right Winger,left,Real Valladolid CF,/real-valladolid-cf/startseite/verein/366,366,"Jul 11, 2022",,,592735,,2019-01-31,18.248150201578405,False,False,1389,821,True,2210,True
Joakim Mæhle Pedersen,1997-05-20,"Østervrå, Denmark",25,"1,85 m",Denmark,Defender - Left-Back,right,Atalanta BC,/atalanta-bc/startseite/verein/800,800,"Jan 4, 2021",Joakim Maehle,denmark,369674,,2017-07-01,20.115402780344567,False,False,1968,1503,True,3471,True
,1992-02-05,"Mogi das Cruzes, Brazil",30,"1,75 m",Brazil,Attack - Left Winger,right,Paris Saint-Germain,/paris-saint-germain/startseite/verein/583,583,"Aug 3, 2017",Neymar,brazil,68290,Neymar da Silva Santos Júnior,2013-07-01,21.402219073629166,False,False,3429,1973,True,5402,True
Иван Илић,2001-03-17,"Niš, Yugoslavia (Republic)",21,"1,85 m",Serbia,midfield - Central Midfield,left,Hellas Verona,/hellas-verona/startseite/verein/276,276,"Aug 12, 2021",Ivan Ilić,serbia,470794,,2019-06-30,18.286480899676242,False,False,1254,820,True,2074,True
,1999-03-11,"Amiens, France",23,"1,85 m",Cameroon,Defender - Left-Back,left,Udinese Calcio,/udinese-calcio/startseite/verein/410,410,"Jul 29, 2022",Enzo Ebosse,cameroon,342877,,,,True,True,2811,0,True,2811,False
Álvaro Borja Morata Martín,1992-10-23,"Madrid, Spain",30,"1,89 m",Spain,Attack - Centre-Forward,right,Atlético de Madrid,/atletico-de-madrid/startseite/verein/13,13,"Jul 1, 2020",Álvaro Morata,spain,128223,,2017-07-21,24.742465622155144,False,False,1916,3225,False,5141,True
Marco Asensio Willemsen,1996-01-21,"Palma de Mallorca, Spain",26,"1,82 m",Spain,Attack - Right Winger,left,Real Madrid,/real-madrid/startseite/verein/418,418,"Jul 1, 2015",Marco Asensio,spain,296622,,,,False,False,0,3956,False,3956,True
Érick Gabriel Gutiérrez Galaviz,1995-06-15,"Ahome, Mexico",27,"1,77 m",Mexico,midfield - Central Midfield,left,PSV Eindhoven,/psv-eindhoven/startseite/verein/383,383,"Aug 30, 2018",Érick Gutiérrez,mexico,298796,,2018-08-30,23.20923769824158,False,False,1543,2633,True,4176,True
Carlos Uriel Antuna Romero,1997-08-21,"Gómez Palacio, Mexico",25,"1,74 m",Mexico,Attack - Right Winger,right,CD Cruz Azul,/cd-cruz-azul/startseite/verein/3711,3711,"Jan 4, 2022",Uriel Antuna,mexico,355998,,2017-07-01,19.860777428694636,False,False,914,2464,False,3378,True
Jordi Alba Ramos,1989-03-21,"L'Hospitalet de Llobregat, Spain",33,"1,70 m",Spain,Defender - Left-Back,left,FC Barcelona,/fc-barcelona/startseite/verein/131,131,"Jul 1, 2012",Jordi Alba,spain,69751,,,,False,False,0,6453,False,6453,True
Artur Jędrzejczyk,1987-11-04,"Dębica, Poland",35,"1,89 m",Poland,Defender - Centre-Back,right,Legia Warszawa,/legia-warszawa/startseite/verein/255,255,"Jan 4, 2017",Artur Jedrzejczyk,poland,42401,,2007-07-14,19.69102719426135,False,False,1102,5854,False,6956,True
Andreas Bødtker Christensen,1996-04-10,"Lillerød, Denmark",26,"1,87 m",Denmark,Defender - Centre-Back,right,FC Barcelona,/fc-barcelona/startseite/verein/131,131,"Jul 4, 2022",Andreas Christensen,denmark,196948,,2012-07-01,16.224836923413896,False,False,3794,82,True,3876,True
,2004-09-15,"Khartoum, Sudan",18,"1,75 m",Australia,Attack - Centre-Forward,right,Central Coast Mariners,/central-coast-mariners/startseite/verein/6954,6954,"Jun 22, 2022",Garang Kuol,australia,967948,,2023-01-01,18.294694620697207,False,False,0,838,True,838,True
Sebastian Szymański,1999-05-10,"Biała Podlaska, Poland",23,"1,74 m",Poland,midfield - Attacking Midfield,left,Feyenoord Rotterdam,/feyenoord-rotterdam/startseite/verein/234,234,"Jul 22, 2022",Sebastian Szymanski,poland,320748,,2019-07-01,20.14278185041445,False,False,1238,1513,True,2751,True
,1997-02-21,"Montreal, Quebec, Canada",25,"1,91 m",Canada,Goalkeeper,,CF Montréal,/cf-montreal/startseite/verein/4078,4078,"Nov 13, 2017",James Pantemis,canada,429217,,2016-12-01,19.775902311477992,False,False,347,3212,False,3559,True
Sergio Busquets Burgos,1988-07-16,"Badia del Vallès, Spain",34,"1,89 m",Spain,midfield - Defensive Midfield,right,FC Barcelona,/fc-barcelona/startseite/verein/131,131,"Jul 1, 2008",Sergio Busquets,spain,65230,,,,False,False,0,6701,False,6701,True
Néstor Alejandro Araújo Razo,1991-08-29,"Guadalajara, Mexico",31,"1,88 m",Mexico,Defender - Centre-Back,right,CF América,/cf-america/startseite/verein/3631,3631,"Jul 1, 2022",Néstor Araújo,mexico,64134,,2018-07-01,26.83970238950834,False,False,1461,4101,False,5562,True
Celso Borges Mora,1988-05-27,"San José, Costa Rica",34,"1,82 m",Costa Rica,midfield - Central Midfield,right,LD Alajuelense,/ld-alajuelense/startseite/verein/6478,6478,"Sep 21, 2021",Celso Borges,costa rica,81532,,2009-04-01,20.846423951210497,False,False,4556,2195,False,6751,True
Youstin Delfin Salas Gómez,1996-06-17,"Guápiles, Costa Rica",26,"1,73 m",Costa Rica,midfield - Defensive Midfield,right,Deportivo Saprissa,/deportivo-saprissa/startseite/verein/4720,4720,"Jul 1, 2022",Youstin Salas,costa rica,322958,,,,False,False,0,3808,False,3808,True
Hugo Guillamón Sanmartín,2000-01-31,"Donostia-San Sebastián, Spain",22,"1,78 m",Spain,midfield - Defensive Midfield,right,Valencia CF,/valencia-cf/startseite/verein/1049,1049,"Jul 1, 2020",Hugo Guillamón,spain,495629,,,,False,False,0,2485,False,2485,True
Kamil Mieczysław Grabara,1999-01-08,"Ruda Śląska, Poland",23,"1,95 m",Poland,Goalkeeper,right,FC Copenhagen,/fc-copenhagen/startseite/verein/190,190,"Jul 3, 2021",,,346551,,2016-01-15,17.018829955440562,False,False,2501,372,True,2873,True
Joško Gvardiol,2002-01-23,"Zagreb, Croatia",20,"1,85 m",Croatia,Defender - Centre-Back,left,RB Leipzig,/rb-leipzig/startseite/verein/23826,23826,"Jul 1, 2021",Josko Gvardiol,croatia,475959,,2021-07-01,19.436401842611417,False,False,507,1255,True,1762,True
,2002-12-02,"Accra, Ghana",19,"1,77 m",Ghana,Goalkeeper,right,Asante Kotoko SC,/asante-kotoko-sc/startseite/verein/502,502,-,,,487399,,,,False,False,0,1449,False,1449,True
Jorge Eduardo Sánchez Ramos,1997-12-10,"Torreón, Mexico",24,"1,75 m",Mexico,Defender - Right-Back,right,Ajax Amsterdam,/ajax-amsterdam/startseite/verein/610,610,"Aug 10, 2022",Jorge Sánchez,mexico,356044,,2022-08-10,24.665804225959466,False,False,102,3165,True,3267,True
Kalidou Koulibaly,1991-06-20,"Saint-Dié-des-Vosges, France",31,"1,86 m",Senegal,Defender - Centre-Back,right,Chelsea FC,/chelsea-fc/startseite/verein/631,631,"Jul 16, 2022",Kalidou Koulibaly,senegal,93128,,,,True,True,5632,0,True,5632,False
Abdulaziz Hatem Mohammed Abdullah,1990-10-28,"Doha, Qatar",32,"1,83 m",Qatar,midfield - Central Midfield,left,Al-Rayyan SC,/al-rayyan-sc/startseite/verein/3229,3229,"Jul 18, 2019",Abdulaziz Hatem,qatar,113915,,,,False,False,0,5867,False,5867,True
Szymon Piotr Żurkowski,1997-09-25,"Tychy, Poland",25,"1,85 m",Poland,midfield - Central Midfield,right,ACF Fiorentina,/acf-fiorentina/startseite/verein/430,430,"Jan 28, 2019",Szymon Zurkowski,poland,387234,,2019-06-30,21.76088489154466,False,False,1240,2103,True,3343,True
Arkadiusz Krystian Milik,1994-02-28,"Tychy, Poland",28,"1,86 m",Poland,Attack - Centre-Forward,left,Juventus FC,/juventus-fc/startseite/verein/506,506,"Aug 26, 2022",Arkadiusz Milik,poland,191891,,2013-01-01,18.84227602209491,False,False,3610,1038,True,4648,True
روزبه چشمی,1993-06-24,"Tehran, Iran",29,"1,92 m",Iran,midfield - Defensive Midfield,right,Esteghlal FC,/esteghlal-fc/startseite/verein/1076,1076,"Oct 10, 2021",Roozbeh Cheshmi,iran,273879,,2015-07-01,22.01824815020158,False,False,368,4529,False,4897,True
Matthew Charles Turner,1994-06-24,"Park Ridge, New Jersey, United States",28,"1,91 m",United States,Goalkeeper,right,Arsenal FC,/arsenal-fc/startseite/verein/11,11,"Jul 1, 2022",Matt Turner,united states,425306,,2022-07-01,28.019740309520387,False,False,142,4390,True,4532,True
Breel Donald Embolo,1997-02-14,"Yaoundé, Cameroon",25,"1,87 m",Switzerland,Attack - Centre-Forward,right,AS Monaco,/as-monaco/startseite/verein/162,162,"Jul 15, 2022",Breel Embolo,switzerland,237662,,2016-07-01,19.37616788845767,False,False,2333,1233,True,3566,True
Anthony Daniel Contreras Enríquez,2000-01-29,"San José, Costa Rica",22,"1,80 m",Costa Rica,Attack - Centre-Forward,right,CS Herediano,/cs-herediano/startseite/verein/2677,2677,"Jul 1, 2018",Anthony Contreras,costa rica,483362,,,,False,False,0,2487,False,2487,True
Ivo Grbić,1996-01-18,"Split, Croatia",26,"1,95 m",Croatia,Goalkeeper,right,Atlético de Madrid,/atletico-de-madrid/startseite/verein/13,13,"Aug 20, 2020",Ivo Grbic,croatia,226073,,2020-08-20,24.589142829763787,False,False,822,3137,True,3959,True
Wojciech Tomasz Szczęsny,1990-04-18,"Warszawa, Poland",32,"1,96 m",Poland,Goalkeeper,right,Juventus FC,/juventus-fc/startseite/verein/506,506,"Jul 19, 2017",Wojciech Szczesny,poland,44058,,2006-01-01,15.707372499093069,False,False,6167,0,True,6167,False
황희찬,1996-01-26,"Chuncheon, Gangwon, Korea, South",26,"1,77 m","Korea, South",Attack - Centre-Forward,right,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,543,"Jul 1, 2022",Hee-chan Hwang,south korea,292246,,2015-01-01,18.93262695332553,False,False,2880,1071,True,3951,True
Philipp François Köhn,1998-04-02,"Dinslaken, Germany",24,"1,90 m",Switzerland,Goalkeeper,right,Red Bull Salzburg,/red-bull-salzburg/startseite/verein/409,409,"Jul 6, 2018",Philipp Köhn,switzerland,251322,,,,True,True,2818,336,True,3154,True
Eduar Ayrton Preciado García,1994-07-17,"Esmeraldas, Ecuador",28,"1,81 m",Ecuador,Attack - Left Winger,right,Santos Laguna,/santos-laguna/startseite/verein/1403,1403,"Jul 22, 2018",,,212310,,2013-07-29,19.033929512584105,False,False,2241,2268,True,4509,True
أحمد رضى التغناوتي,1996-04-05,"Casablanca, Morocco",26,"1,92 m",Morocco,Goalkeeper,right,Wydad Casablanca,/wydad-casablanca/startseite/verein/6603,6603,"Jul 27, 2017",Ahmed Reda Tagnaouti,morocco,238997,,,,False,False,0,3881,False,3881,True
Ivan Perišić,1989-02-02,"Split, Jugoslawien (SFR)",33,"1,86 m",Croatia,midfield - Left Midfield,both,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,148,"Jul 1, 2022",Ivan Perisic,croatia,42460,,2006-07-01,17.407612750432932,False,False,5986,514,True,6500,True
,1990-04-05,"Doha, Qatar",32,"1,68 m",Qatar,Attack - Right Winger,right,Al-Duhail SC,/al-duhail-sc/startseite/verein/26091,26091,"Jul 1, 2011",Ismaeel Mohammed,qatar,223908,,,,False,False,0,6073,False,6073,True
,1994-11-12,"Le Gardeur, Quebec, Canada",28,"1,71 m",Canada,midfield - Defensive Midfield,right,CF Montréal,/cf-montreal/startseite/verein/4078,4078,"Aug 3, 2017",Samuel Piette,canada,189019,,,,True,True,2456,1935,False,4391,True
山根 視来,1993-12-22,"Yokohama, Kanagawa, Japan",28,"1,78 m",Japan,Defender - Right-Back,right,Kawasaki Frontale,/kawasaki-frontale/startseite/verein/9598,9598,"Jan 4, 2020",Miki Yamane,japan,395589,,,,False,False,0,4716,False,4716,True
ياسر الشهراني,1992-05-25,"Dammam, Saudi Arabia",30,"1,71 m",Saudi Arabia,Defender - Left-Back,right,Al-Hilal Saudi FC,/al-hilal-saudi-fc/startseite/verein/1114,1114,"Jul 1, 2012",Yasser Al-Shahrani,saudi arabia,171915,,,,False,False,767,4525,False,5292,True
نواف العابد‎,1990-01-26,"Riad, Saudi Arabia",32,"1,70 m",Saudi Arabia,midfield - Attacking Midfield,left,Al-Shabab Club (Riyadh),/al-shabab-club-riyadh-/startseite/verein/9840,9840,"Oct 25, 2020",,,149643,,,,False,False,0,6142,False,6142,True
Juan Marcos Foyth,1998-01-12,"La Plata, Argentina",24,"1,87 m",Argentina,Defender - Right-Back,right,Villarreal CF,/villarreal-cf/startseite/verein/1050,1050,"Jul 1, 2021",Juan Foyth,argentina,480763,,2017-08-30,19.6307932401076,False,False,1908,1326,True,3234,True
,1997-01-06,"Fribourg, Switzerland",25,"1,83 m",Switzerland,midfield - Central Midfield,right,Bologna FC 1909,/bologna-fc-1909/startseite/verein/1025,1025,"Jul 1, 2022",Michel Aebischer,switzerland,237658,,2022-01-25,25.051849113944844,False,False,298,3307,True,3605,True
Conor David Coady,1993-02-25,"Liverpool, England",29,"1,85 m",England,Defender - Centre-Back,right,Everton FC,/everton-fc/startseite/verein/29,29,"Aug 8, 2022",Conor Coady,england,128901,,,,False,False,0,5016,False,5016,True
Tajon Trevor Buchanan,1999-02-08,"Brampton, Ontario, Canada",23,"1,83 m",Canada,Attack - Right Winger,right,Club Brugge KV,/club-brugge-kv/startseite/verein/2282,2282,"Jan 1, 2022",Tajon Buchanan,canada,638793,,2014-07-01,15.392513193289389,False,False,2972,0,True,2972,False
Joseph Peter Rodon,1997-10-22,"Swansea, Wales",25,"1,93 m",Wales,Defender - Centre-Back,right,Stade Rennais FC,/stade-rennais-fc/startseite/verein/273,273,"Aug 1, 2022",Joe Rodon,wales,297212,,2015-07-01,17.689617172152747,False,False,886,2430,True,3316,True
Gareth Frank Bale,1989-07-16,"Cardiff, Wales",33,"1,85 m",Wales,Attack - Right Winger,left,Los Angeles FC,/los-angeles-fc/startseite/verein/51828,51828,"Jul 7, 2022",Gareth Bale,wales,39381,,,,True,True,6336,0,True,6336,False
,2000-06-04,"Accra, Ghana",22,"1,73 m",Ghana,Defender - Centre-Back,right,Clermont Foot 63,/clermont-foot-63/startseite/verein/3524,3524,"Aug 1, 2020",,,798404,,,,True,True,2360,0,True,2360,False
Raúl Alonso Jiménez Rodríguez,1991-05-05,"Tepeji del Río de Ocampo, Mexico",31,"1,89 m",Mexico,Attack - Centre-Forward,right,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,543,"Jul 1, 2019",Raúl Jiménez,mexico,206040,,2014-08-13,23.274947466409305,False,False,3021,2657,True,5678,True
,1993-03-03,"Berlin, Germany",29,"1,90 m",Germany,Defender - Centre-Back,right,Real Madrid,/real-madrid/startseite/verein/418,418,"Jul 1, 2022",Antonio Rüdiger,germany,86202,,2016-07-01,23.329705606549073,False,False,2649,2361,True,5010,True
相馬 勇紀,1997-02-25,"Chofu, Tokyo, Japan",25,"1,66 m",Japan,Attack - Left Winger,right,Nagoya Grampus,/nagoya-grampus/startseite/verein/1066,1066,"Feb 1, 2019",Yuki Soma,japan,594069,,,,False,False,0,3555,False,3555,True
,1998-05-23,"San Diego, California, United States",24,"1,77 m",United States,midfield - Central Midfield,right,Celta de Vigo,/celta-de-vigo/startseite/verein/940,940,"Jul 8, 2022",Luca de la Torre,united states,315762,,2013-07-01,15.107770864562585,False,False,3429,0,True,3429,False
Jesper Grænge Lindstrøm,2000-02-29,"Taastrup, Denmark",22,"1,82 m",Denmark,midfield - Attacking Midfield,right,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,24,"Jul 11, 2021",Jesper Lindström,denmark,513245,,2021-07-11,21.363888375531324,False,False,497,1959,True,2456,True
,1998-06-24,"Kiama, Australia",24,"1,83 m",Australia,Defender - Centre-Back,left,Heart of Midlothian FC,/heart-of-midlothian-fc/startseite/verein/43,43,"Jul 1, 2022",Kye Rowles,australia,399990,,2022-07-01,24.019658172310177,False,False,142,2929,True,3071,True
,1997-05-10,"Nova Venécia, Brazil",25,"1,84 m",Brazil,Attack - Centre-Forward,right,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,148,"Jul 1, 2022",Richarlison,brazil,378710,Richarlison de Andrade,2017-08-08,20.246822316680014,False,False,1930,1551,True,3481,True
조유민,1996-11-17,,25,"1,84 m","Korea, South",Defender - Centre-Back,right,Daejeon Hana Citizen,/daejeon-hana-citizen/startseite/verein/6499,6499,"Jan 10, 2022",Yu-min Cho,south korea,561212,,,,False,False,0,3655,False,3655,True
Matteo Elias Kenzo Guendouzi Olié,1999-04-14,"Poissy, France",23,"1,85 m",France,midfield - Central Midfield,right,Olympique Marseille,/olympique-marseille/startseite/verein/244,244,"Jul 1, 2022",Mattéo Guendouzi,france,465830,,2018-07-11,19.24201044511523,False,False,1092,1685,False,2777,True
,1999-03-22,"Kerteminde, Denmark",23,"1,90 m",Denmark,Goalkeeper,right,Hertha BSC,/hertha-bsc/startseite/verein/44,44,"Aug 26, 2021",Oliver Christensen,denmark,471936,,2021-08-26,22.431672108256844,False,False,451,2349,True,2800,True
Liam Scott Fraser,1998-02-13,"Toronto, Ontario, Canada",24,"1,85 m",Canada,midfield - Defensive Midfield,right,KMSK Deinze,/kmsk-deinze/startseite/verein/2321,2321,"Jan 18, 2022",Liam Fraser,canada,377109,,2018-11-30,20.794403718077717,False,False,548,2654,True,3202,True
Урош Рачић,1998-03-17,"Kraljevo, Yugoslavia (Republic)",24,"1,93 m",Serbia,midfield - Defensive Midfield,both,SC Braga,/sc-braga/startseite/verein/1075,1075,"Sep 1, 2022",Uroš Račić,serbia,417575,,2018-07-01,20.29062882879183,False,False,1603,1567,True,3170,True
Rubén Estephan Vargas Martínez,1998-08-05,"Adligenswil, Switzerland",24,"1,79 m",Switzerland,Attack - Left Winger,right,FC Augsburg,/fc-augsburg/startseite/verein/167,167,"Jul 1, 2019",Rubén Vargas,switzerland,345886,,2019-07-01,20.903919998357257,False,False,1238,1791,True,3029,True
,1993-08-26,"Split, Croatia",29,"1,84 m",Croatia,Attack - Centre-Forward,right,HNK Hajduk Split,/hnk-hajduk-split/startseite/verein/447,447,"Feb 18, 2021",Marko Livaja,croatia,95438,,2010-01-01,16.350780645735366,False,False,3885,949,False,4834,True
Dylan Daniel Mahmoud Bronn,1995-06-19,"Cannes, France",27,"1,86 m",Tunisia,Defender - Centre-Back,right,US Salernitana 1919,/us-salernitana-1919/startseite/verein/380,380,"Aug 12, 2022",,,450417,,,,True,True,4172,0,True,4172,False
Gabriel Teodoro Martinelli Silva,2001-06-18,"Guarulhos, Brazil",21,"1,78 m",Brazil,Attack - Left Winger,right,Arsenal FC,/arsenal-fc/startseite/verein/11,11,"Jul 2, 2019",Gabriel Martinelli,brazil,655488,,2019-07-02,18.037331362040288,False,False,1237,744,True,1981,True
بلال العيفة,1990-03-09,"Ariana, Tunisia",32,"1,85 m",Tunisia,Defender - Centre-Back,right,Kuwait SC,/kuwait-sc/startseite/verein/15482,15482,"Aug 31, 2022",,,93447,,2022-01-12,31.84733430529032,False,False,312,5788,True,6100,True
